"Scientific name","New","Common name","Clade","Taxon ID","Assembly name","Accession","Genome size (bps)","Annotation provider","Annotation method","Annotation","Genome","Homology","RNA Seq"
"Dunckerocampus dactyliophorus","","Ringed pipefish","Fish","161453","RoL_Ddac_1.1","GCA_027744805.2","670648883","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Dysidea avara","","Sponges","Metazoa","196820","odDysAvar1.3","GCA_963678975.1","-","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Dyspetes luteomarginatus","","Wasps, ants & bees","Hymenoptera","1045598","iyDysLute2.1","GCA_963669185.1","249596378","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Echeneis naucrates","","Live sharksucker","Fish","173247","fEcheNa1.1","GCA_900963305.1","544212633","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Echinococcus granulosus","","Dog tapeworm","Metazoa","6210","ASM52419v1","GCA_000524195.1","110837706","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Echinococcus multilocularis","","Flatworms (Java)","Metazoa","6211","EMULTI002","GCA_000469725.3","114963242","Wellcome Sanger Institute","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ecliptopera silaceata","","Small phoenix","Lepidoptera","104457","ilEclSila1.1","GCA_932527185.1","316535149","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ecliptopera silaceata","","Small phoenix (alternate haplotype)","Lepidoptera","104457","ilEclSila1.1_alternate_haplotype","GCA_932527285.1","315614973","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ectemnius cavifrons","NEW","Bees","Hymenoptera","1518028","iyEctCavi1.1","GCA_964023945.1","225310263","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ectemnius continuus","","Bees","Hymenoptera","1126389","iyEctCont1.1","GCA_910591665.1","260337310","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ectemnius continuus","","Bees (alternate haplotype)","Hymenoptera","1126389","iyEctCont1.1_alternate_haplotype","GCA_910591485.1","234892221","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ectemnius lituratus","","Bees","Hymenoptera","2495015","iyEctLitu1.1","GCA_910593735.1","235157002","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ectemnius lituratus","","Bees","Hymenoptera","2495015","iyEctLitu1.2","GCA_910593735.2","235140587","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ectropis crepuscularia","NEW","Moths","Lepidoptera","572747","ilEctCrep1.1","GCA_963693475.1","878531996","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ectropis grisescens","","Moths","Lepidoptera","1530245","ASM1756216v1","GCA_017562165.1","784886525","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eilema caniola","","Moths","Lepidoptera","987929","ilEilCani1.1","GCA_949126895.1","781734843","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eilema depressum","","Moths","Lepidoptera","987419","ilEilDepe1.1","GCA_914767945.1","622006817","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eilema depressum","","Moths (alternate haplotype)","Lepidoptera","987419","ilEilDepe1.1_alternate_haplotype","GCA_914767765.1","603219367","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eilema griseolum","NEW","Moths","Lepidoptera","987420","ilEilGris10.1","GCA_963662185.1","800205253","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eilema sororculum","","Moths (alternate haplotype)","Lepidoptera","987424","ilEilSoro1.1_alternate_haplotype","GCA_914829255.1","720155328","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eilema sororculum","","Moths","Lepidoptera","987424","ilEilSoro1.1","GCA_914829495.1","729401876","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Electrophaes corylata","","Moths (alternate haplotype)","Lepidoptera","934936","ilEleCory1.1_alternate_haplotype","GCA_947095555.1","333724589","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Electrophaes corylata","","Moths","Lepidoptera","934936","ilEleCory1.1","GCA_947095575.1","347537795","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Electrophorus electricus","","Electric eel","Fish","8005","fEleEle1.pri","GCA_013358815.1","589358956","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Electrophorus electricus","NEW","Electric eel","Fish","8005","ASM3625054v1","GCA_036250545.1","733589942","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eledona agricola","NEW","Beetles","Coleoptera","347340","icEleAgri1.1","GCA_964023215.1","363595314","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Elegia similella","","Moths","Lepidoptera","1101167","ilEleSimi1.1","GCA_947532085.1","780449290","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eleginops maclovinus","NEW","Patagonian blennie (Puerto Natales)","Fish","56733","JC_Emac_rtc_rv5","GCA_036324505.1","606306633","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Elephas maximus indicus","","Asiatic elephant","Mammals","99487","mEleMax1_primary_haplotype","GCA_024166365.1","3401247148","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Elophila nymphaeata","","Moths","Lepidoptera","753177","ilEloNymp1.1","GCA_955850985.1","734131109","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Elopichthys bambusa","NEW","Yellowcheek carp","Fish","238031","HZAU_Ebam_v1","GCA_037101425.1","827713592","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Emmelina monodactyla","","Morning-glory plume moth (alternate haplotype)","Lepidoptera","467774","ilEmmMono1.2_alternate_haplotype","GCA_916618085.2","236902939","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Emmelina monodactyla","","Morning-glory plume moth","Lepidoptera","467774","ilEmmMono1.1","GCA_916618145.1","312395474","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Emmelina monodactyla","","Morning-glory plume moth (alternate haplotype)","Lepidoptera","467774","ilEmmMono1.1_alternate_haplotype","GCA_916618085.1","237004325","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Empis stercorea","","Flies","Diptera","2484550","idEmpSter1.1","GCA_949752835.1","342119506","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Emys blandingii","","Blanding's turtle","Reptiles","85613","rEmyBla1_p1.0","GCA_036785055.1","2334397532","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Endomychus coccineus","","Beetles","Coleoptera","295833","icEndCocc1.1","GCA_958510875.1","906428809","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Endotricha flammealis","","Moths (alternate haplotype)","Lepidoptera","1101095","ilEndFlam1.1_alternate_haplotype","GCA_905160925.1","444101134","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Endotricha flammealis","","Moths","Lepidoptera","1101095","ilEndFlam1.2","GCA_905163395.2","473933762","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Engraulis encrasicolus","NEW","European anchovy","Fish","184585","IST_EnEncr_1.0","GCA_034702125.1","1435200347","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Enhydra lutris kenyoni","","Sea otter","Mammals","391180","ASM228890v2","GCA_002288905.2","2455276666","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ennomos erosarius","","Moths","Lepidoptera","934814","ilEnnEroa1.1","GCA_963580505.1","423076631","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ennomos fuscantarius","","Dusky thorn","Lepidoptera","722662","ilEnnFusc2.1","GCA_905220475.1","444910036","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ennomos fuscantarius","","Dusky thorn (alternate haplotype)","Lepidoptera","722662","ilEnnFusc2.1_alternate_haplotype","GCA_905220485.1","376766614","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ennomos fuscantarius","","Dusky thorn","Lepidoptera","722662","ilEnnFusc2.2","GCA_905220475.2","444910036","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ennomos fuscantarius","","Dusky thorn","Lepidoptera","722662","ilEnnFusc2.3","GCA_905220475.3","444910036","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ennomos quercinarius","","Moths","Lepidoptera","875883","ilEnnQuei1.2","GCA_910589525.2","491868579","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ennomos quercinarius","","Moths (alternate haplotype)","Lepidoptera","875883","ilEnnQuei1.1_alternate_haplotype","GCA_910589225.1","486358859","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ennomos quercinarius","","Moths","Lepidoptera","875883","ilEnnQuei1.1","GCA_910589525.1","491868579","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ephestia elutella","","Moths","Lepidoptera","1373157","Eelu-V1","GCA_018467065.1","576941106","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epicampocera succincta","","Flies (alternate haplotype)","Diptera","569040","idEpiSucc1.1_alternate_haplotype","GCA_932527255.1","375108247","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epicampocera succincta","","Flies","Diptera","569040","idEpiSucc1.1","GCA_932526305.1","398107694","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epinephelus fuscoguttatus","NEW","Brown-marbled grouper","Fish","293821","E.fuscoguttatus.final_Chr_v1","GCA_011397635.1","1047012452","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epinephelus lanceolatus","","Giant grouper","Fish","310571","ASM528154v1","GCA_005281545.1","1087415941","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Epinephelus moara","","Kelp grouper","Fish","300413","YSFRI_EMoa_1.0","GCA_006386435.1","1030477684","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Epinotia bilunana","","Moths","Lepidoptera","1594293","ilEpiBilu1.1","GCA_947049275.1","659028177","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epinotia brunnichana","NEW","Moths","Lepidoptera","2566568","ilEpiBrun1.1","GCA_963854355.1","943098519","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epinotia demarniana","","Moths","Lepidoptera","1594294","ilEpiDema1.1","GCA_945867215.1","735796338","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epinotia nisella","","Moths (alternate haplotype)","Lepidoptera","989769","ilEpiNise2.1_alternate_haplotype","GCA_932294385.1","583544975","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epinotia nisella","","Moths","Lepidoptera","989769","ilEpiNise2.1","GCA_932294315.1","584985792","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epinotia ramella","","Moths","Lepidoptera","1594296","ilEpiRame1.1","GCA_947578815.1","781976700","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epirrhoe alternata","","Common carpet","Lepidoptera","190347","ilEpiAlte1.1","GCA_963565295.1","358478584","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epirrhoe tristata","","Moths (alternate haplotype)","Lepidoptera","934838","ilEpiTris1.1_alternate_haplotype","GCA_951394275.1","302405589","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epirrhoe tristata","","Moths","Lepidoptera","934838","ilEpiTris1.1","GCA_951394285.1","313804960","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epirrita christyi","","Pale November moth","Lepidoptera","247947","ilEpiChri1.1","GCA_951392215.1","474153346","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epistrophe grossulariae","","Flies","Diptera","1352479","idEpiGros1.1","GCA_929447395.1","556592610","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Epistrophe grossulariae","","Flies (alternate haplotype)","Diptera","1352479","idEpiGros1.1_alternate_haplotype","GCA_929447575.1","550347648","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Episyrphus balteatus","","Marmalade hoverfly (alternate haplotype)","Diptera","286459","idEpiBalt1.1_alternate_haplotype","GCA_945859675.1","521356809","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Episyrphus balteatus","","Marmalade hoverfly","Diptera","286459","idEpiBalt1.1","GCA_945859705.1","535345329","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Equus asinus","","Ass (Dezhou)","Mammals","9793","ASM1607732v2","GCA_016077325.2","2431907375","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Equus caballus","","Horse (thoroughbred)","Mammals","9796","EquCab3.0","GCA_002863925.1","2506966135","Ensembl","Full genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erannis defoliaria","","Mottled umber moth","Lepidoptera","104474","ilEraDefo1.1","GCA_905404285.1","522356532","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erannis defoliaria","","Mottled umber moth (alternate haplotype)","Lepidoptera","104474","ilEraDefo1.1_alternate_haplotype","GCA_905404195.1","518526686","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erannis defoliaria","","Mottled umber moth","Lepidoptera","104474","ilEraDefo1.2","GCA_905404285.2","522356532","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erebia aethiops","","Scotch argus","Lepidoptera","447833","ilEreAeth2.1","GCA_923060345.1","473453904","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erebia aethiops","","Scotch argus (alternate haplotype)","Lepidoptera","447833","ilEreAeth2.1_alternate_haplotype","GCA_923062935.1","419910063","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erebia aethiops","","Scotch argus (alternate haplotype)","Lepidoptera","447833","ilEreAeth2.2_alternate_haplotype","GCA_923062935.2","419910063","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erebia aethiops","","Scotch argus","Lepidoptera","447833","ilEreAeth2.2","GCA_923060345.2","473453904","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erebia ligea","","Arran brown butterfly (alternate haplotype)","Lepidoptera","111903","ilEreLige1.2_alternate_haplotype","GCA_917050995.2","506812252","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erebia ligea","","Arran brown butterfly","Lepidoptera","111903","ilEreLige1.2","GCA_917051295.2","506382226","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eremobia ochroleuca","","Moths","Lepidoptera","1870628","ilEreOchr1.1","GCA_949629135.1","625449678","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eriocheir sinensis","","Chinese mitten crab","Arthropods","95602","ASM2467909v1","GCA_024679095.1","1765827443","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eristalinus sepulchralis","","Flies","Diptera","2725509","idEriSepu1.1","GCA_944738645.1","376833488","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eristalinus sepulchralis","","Flies (alternate haplotype)","Diptera","2725509","idEriSepu1.1_alternate_haplotype","GCA_944738805.1","371787597","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eristalis arbustorum","","Flies (alternate haplotype)","Diptera","1124515","idEriArbu1.1_alternate_haplotype","GCA_916610155.1","417549593","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eristalis arbustorum","","Flies","Diptera","1124515","idEriArbu1.1","GCA_916610145.1","451027004","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eristalis intricaria","NEW","Flies","Diptera","1859540","idEriIntr1.1","GCA_964034865.1","586385591","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eristalis pertinax","","Flies","Diptera","1572519","idEriPert2.1","GCA_907269125.1","482075123","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eristalis pertinax","","Flies (alternate haplotype)","Diptera","1572519","idEriPert2.1_alternate_haplotype","GCA_907269085.1","465923089","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eristalis tenax","","Drone fly (alternate haplotype)","Diptera","198635","idEriTena2.1_alternate_haplotype","GCA_905231845.1","504353716","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eristalis tenax","","Drone fly","Diptera","198635","idEriTena2.2","GCA_905231855.2","487002646","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eristalis tenax","","Drone fly","Diptera","198635","idEriTena2.1","GCA_905231855.1","487002646","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erpetoichthys calabaricus","","Reedfish","Fish","27687","fErpCal1.1","GCA_900747795.2","3811022027","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erpobdella octoculata","NEW","Segmented worms","Metazoa","39305","wkErpOcto2.1","GCA_963978895.1","386120679","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erynnis tages","","Moths","Lepidoptera","520884","ilEryTage1.1","GCA_905147235.1","329343411","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Erynnis tages","","Moths (alternate haplotype)","Lepidoptera","520884","ilEryTage1.1_alternate_haplotype","GCA_905147245.1","330807701","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Esox lucius","","Northern pike","Fish","8010","fEsoLuc1.pri","GCA_011004845.1","918748614","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Esperia sulphurella","","Moths","Lepidoptera","2870497","ilEspSulp1.1","GCA_947086405.1","453206733","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Euclidia mi","","Moths","Lepidoptera","938167","ilEucMixx1.1","GCA_944739405.1","2285314063","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Euclidia mi","","Moths","Lepidoptera","938167","ilEucMixx1.2","GCA_944739405.2","2320373592","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Euclidia mi","","Moths (alternate haplotype)","Lepidoptera","938167","ilEucMixx1.1_alternate_haplotype","GCA_944738845.1","2287904394","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Euclidia mi","","Moths (alternate haplotype)","Lepidoptera","938167","ilEucMixx1.2_alternate_haplotype","GCA_944738845.2","2356810954","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eudemis profundana","","Moths (alternate haplotype)","Lepidoptera","1100989","ilEudProf1.1_alternate_haplotype","GCA_947034915.1","682960239","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eudemis profundana","","Moths","Lepidoptera","1100989","ilEudProf1.1","GCA_947034925.1","691272826","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eudonia lacustrata","","Moths (alternate haplotype)","Lepidoptera","1100991","ilEudLacu3.1_alternate_haplotype","GCA_947562065.1","686754125","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eudonia lacustrata","","Moths","Lepidoptera","1100991","ilEudLacu3.1","GCA_947562085.1","699495293","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eudonia mercurella","","Moths","Lepidoptera","1100992","ilEudMerc1.1","GCA_963082485.1","591494033","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eudyptes chrysocome","","Rockhopper penguin","Birds","79626","BGI_Echrysoc.V1","GCA_010085355.1","1231062710","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Eudyptes filholi","","Southern rockhopper penguin","Birds","1419345","BGI_Echrysoc_fil.V1","GCA_010085365.1","1223976468","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Eudyptes moseleyi","","Northern rockhopper penguin","Birds","2495534","BGI_Emos.V1","GCA_010082375.1","1301647863","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Eudyptes pachyrhynchus","","Fiordland penguin","Birds","37080","BGI_Epac.V1","GCA_010085335.1","1295505775","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Eudyptes robustus","","Snares penguin","Birds","345251","BGI_Erob.V1","GCA_010085315.1","1241676055","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Eudyptes sclateri","","Erect-crested penguin","Birds","92688","BGI_Escl.V1","GCA_010078445.1","1211402317","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Eueides isabella","","Butterflies","Lepidoptera","33448","ASM1904947v1","GCA_019049475.1","440123586","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eufriesea mexicana","","Bee (0111107269)","Hymenoptera","516756","ASM148370v1","GCA_001483705.1","596278454","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eugnorisma glareosa","","Moths","Lepidoptera","988114","ilEugGlar6.1","GCA_947578425.1","630991255","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eugnorisma glareosa","","Moths (alternate haplotype)","Lepidoptera","988114","ilEugGlar6.1_alternate_haplotype","GCA_947579045.1","622042413","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Eulithis prunata","","Moths","Lepidoptera","934839","ilEulPrun1.1","GCA_918843925.1","263131874","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
